DATE,Gemeinde,YEAR,MONTH,tot_unt_Arbeitslose_Einw,aircraft
1935-02-01,Crimmitschau,1935,2,28.39974247084913,0.0
1936-02-01,Crimmitschau,1936,2,38.50558259375895,0.0
1932-02-01,Cuxhaven,1932,2,80.20632581339984,0.0
1933-02-01,Cuxhaven,1933,2,33.56333169048793,0.0
1934-02-01,Cuxhaven,1934,2,17.59820426487093,0.0
1935-02-01,Cuxhaven,1935,2,19.39284096057997,0.0
1936-02-01,Cuxhaven,1936,2,15.29065822212169,0.0
1932-02-01,Darmstadt,1932,2,31.90384164255633,0.0
1933-02-01,Darmstadt,1933,2,21.589890465467107,0.0
1934-02-01,Darmstadt,1934,2,15.804705907667811,0.0
1935-02-01,Darmstadt,1935,2,19.90225708957623,0.0
1936-02-01,Darmstadt,1936,2,25.74039983205762,0.0
1932-02-01,Datteln,1932,2,61.17483489746264,0.0
1933-02-01,Datteln,1933,2,16.381418092909534,0.0
1934-02-01,Datteln,1934,2,9.718125997195765,0.0
1935-02-01,Datteln,1935,2,25.094947358300082,0.0
1936-02-01,Datteln,1936,2,25.41026998411858,0.0
1932-02-01,Delitzsch,1932,2,52.78710543989255,0.0
1933-02-01,Delitzsch,1933,2,39.28434992996307,0.0
1934-02-01,Delitzsch,1934,2,16.97511949993872,0.0
1935-02-01,Delitzsch,1935,2,23.944089942266785,0.0
1936-02-01,Delitzsch,1936,2,18.71657754010695,0.0
1932-02-01,Delmenhorst,1932,2,125.3946409779001,0.0
1933-02-01,Delmenhorst,1933,2,73.2016032627804,0.0
1934-02-01,Delmenhorst,1934,2,49.60952502880553,0.0
1935-02-01,Delmenhorst,1935,2,53.51491320609955,0.0
1936-02-01,Delmenhorst,1936,2,38.996768930548,0.0
1932-02-01,Demmin,1932,2,66.69272869429243,0.0
1933-02-01,Demmin,1933,2,50.14772197169958,0.0
1934-02-01,Demmin,1934,2,0.696756212742897,0.0
1935-02-01,Demmin,1935,2,6.2495973197603245,0.0
1936-02-01,Demmin,1936,2,31.82407976507546,0.0
1932-02-01,Detmold,1932,2,39.997507943430314,0.0
1933-02-01,Detmold,1933,2,30.396033760254973,0.0
1934-02-01,Detmold,1934,2,18.510106745400865,0.0
1935-02-01,Detmold,1935,2,16.0,0.0
1936-02-01,Detmold,1936,2,15.200683176771989,0.0
1932-02-01,Deutsch-Eylau,1932,2,43.389710440095634,0.0
1933-02-01,Deutsch-Eylau,1933,2,40.74217240046386,0.0
1934-02-01,Deutsch-Eylau,1934,2,0.7764523187689701,0.0
1935-02-01,Deutsch-Eylau,1935,2,28.02210632832568,0.0
1936-02-01,Deutsch-Eylau,1936,2,36.254012998199045,0.0
1932-02-01,Deutsch-Krone,1932,2,53.50378787878788,0.0
1933-02-01,Deutsch-Krone,1933,2,39.453125,0.0
1934-02-01,Deutsch-Krone,1934,2,1.0,0.0
1935-02-01,Deutsch-Krone,1935,2,2.335084646818447,0.0
1936-02-01,Deutsch-Krone,1936,2,20.053991515618975,0.0
1932-02-01,Dinslaken,1932,2,63.39745326469791,0.0
1933-02-01,Dinslaken,1933,2,33.66123578235475,0.0
1934-02-01,Dinslaken,1934,2,38.67762277852092,0.0
1935-02-01,Dinslaken,1935,2,41.568597676714,0.0
1936-02-01,Dinslaken,1936,2,44.98269896193772,0.0
1932-02-01,Dortmund,1932,2,70.49961223217409,0.0
1933-02-01,Dortmund,1933,2,39.659638131749965,0.0
1934-02-01,Dortmund,1934,2,30.361989863323007,0.0
1935-02-01,Dortmund,1935,2,27.58293786415288,0.0
1936-02-01,Dortmund,1936,2,32.68701641644969,0.0
1932-02-01,Dresden,1932,2,60.49975332132348,0.0
1933-02-01,Dresden,1933,2,45.02686168000464,0.0
1934-02-01,Dresden,1934,2,35.055381857949115,0.0
1935-02-01,Dresden,1935,2,39.69254798287222,0.0
1936-02-01,Dresden,1936,2,39.600564385996364,0.0
1932-02-01,Duisburg,1932,2,65.08092450889501,0.0
1933-02-01,Duisburg,1933,2,36.98478466824185,0.0
1934-02-01,Duisburg,1934,2,31.096429518158274,0.0
1935-02-01,Duisburg,1935,2,29.845139302210324,0.0
1936-02-01,Duisburg,1936,2,27.43584013281218,0.0
1932-02-01,Durlach,1932,2,59.10126090096095,0.0
1933-02-01,Durlach,1933,2,67.36796206464273,0.0
1934-02-01,Durlach,1934,2,48.80146189401268,0.0
1935-02-01,Durlach,1935,2,54.551288907904585,0.0
1936-02-01,Durlach,1936,2,50.275150932307525,0.0
1932-02-01,Döbeln,1932,2,81.29828612023799,0.0
1933-02-01,Döbeln,1933,2,58.31578947368421,0.0
1934-02-01,Döbeln,1934,2,42.51783398184177,0.0
1935-02-01,Döbeln,1935,2,31.101058243799983,0.0
1936-02-01,Döbeln,1936,2,39.89964389770152,0.0
1932-02-01,Dülken,1932,2,71.5980024968789,0.0
1933-02-01,Dülken,1933,2,44.96652772514841,0.0
1934-02-01,Dülken,1934,2,24.976107040458746,0.0
1935-02-01,Dülken,1935,2,20.77873455634594,0.0
1936-02-01,Dülken,1936,2,22.4147673761537,0.0
1932-02-01,Düren,1932,2,36.79939132640122,0.0
1933-02-01,Düren,1933,2,12.899704795217186,0.0
1934-02-01,Düren,1934,2,15.278726935468125,0.0
1935-02-01,Düren,1935,2,20.80426854639352,0.0
1936-02-01,Düren,1936,2,25.50683524491942,0.0
1932-02-01,Düsseldorf,1932,2,68.49329384396405,0.0
1933-02-01,Düsseldorf,1933,2,57.30662535135367,0.0
1934-02-01,Düsseldorf,1934,2,46.41519502326076,0.0
1935-02-01,Düsseldorf,1935,2,34.49039539832773,0.0
1936-02-01,Düsseldorf,1936,2,24.94718253072283,0.0
1932-02-01,Eberswalde,1932,2,56.69737774627923,0.0
1933-02-01,Eberswalde,1933,2,44.19200210125419,0.0
1934-02-01,Eberswalde,1934,2,12.678186440132574,0.0
1935-02-01,Eberswalde,1935,2,8.861881250791239,0.0
1936-02-01,Eberswalde,1936,2,6.642626684380337,0.0
1932-02-01,Ebingen,1932,2,32.70989536129191,0.0
1933-02-01,Ebingen,1933,2,35.143050236539764,0.0
1934-02-01,Ebingen,1934,2,7.3229122658780454,0.0
1935-02-01,Ebingen,1935,2,4.9941041825622525,0.0
1936-02-01,Ebingen,1936,2,6.140106056377337,0.0
1932-02-01,Eilenburg,1932,2,69.19900908340215,0.0
1933-02-01,Eilenburg,1933,2,72.69000315357931,0.0
1934-02-01,Eilenburg,1934,2,44.024198058055006,0.0
1935-02-01,Eilenburg,1935,2,43.793015549324494,0.0
1936-02-01,Eilenburg,1936,2,17.084863321093433,0.0
1932-02-01,Eilendorf,1932,2,58.2024208086531,0.0
1933-02-01,Eilendorf,1933,2,32.69398430688753,0.0
1934-02-01,Eilendorf,1934,2,23.288637967537053,0.0
1935-02-01,Eilendorf,1935,2,33.701901813356926,0.0
1936-02-01,Eilendorf,1936,2,32.68840003533881,0.0
1932-02-01,Eisenach,1932,2,70.30330988351977,0.0
1933-02-01,Eisenach,1933,2,34.330965941321956,0.0
1934-02-01,Eisenach,1934,2,15.602582496413198,0.0
1935-02-01,Eisenach,1935,2,10.370996817483809,0.0
1936-02-01,Eisenach,1936,2,14.691413237924866,0.0
1932-02-01,Eisenberg,1932,2,126.10463061152349,0.0
1933-02-01,Eisenberg,1933,2,90.28390054664081,0.0
1934-02-01,Eisenberg,1934,2,29.836296426685443,0.0
1935-02-01,Eisenberg,1935,2,41.19817287420942,0.0
1936-02-01,Eisenberg,1936,2,45.26712869549961,0.0
1932-02-01,Elbing,1932,2,74.4042818388445,0.0
1933-02-01,Elbing,1933,2,54.449889906953615,0.0
1934-02-01,Elbing,1934,2,25.206468179609963,0.0
1935-02-01,Elbing,1935,2,47.49256853462512,0.0
1936-02-01,Elbing,1936,2,46.997892532955,0.0
1932-02-01,Elmshorn,1932,2,58.10099434587639,0.0
1933-02-01,Elmshorn,1933,2,29.82902873772281,0.0
1934-02-01,Elmshorn,1934,2,13.795890094666358,0.0
1935-02-01,Elmshorn,1935,2,20.696791997240428,0.0
1936-02-01,Elmshorn,1936,2,21.092669432918395,0.0
1932-02-01,Emden,1932,2,75.97290058295258,0.0
1933-02-01,Emden,1933,2,34.948587281005935,0.0
1934-02-01,Emden,1934,2,17.001139251599334,0.0
1935-02-01,Emden,1935,2,24.600751526538282,0.0
1936-02-01,Emden,1936,2,20.10241404535479,0.0
1932-02-01,Emmerich,1932,2,26.97441601779755,0.0
1933-02-01,Emmerich,1933,2,15.185872328729472,0.0
1934-02-01,Emmerich,1934,2,10.354223433242508,0.0
1935-02-01,Emmerich,1935,2,12.490511351873577,0.0
1936-02-01,Emmerich,1936,2,18.507009184448584,0.0
1932-02-01,Emsdetten,1932,2,71.38021812711546,0.0
1933-02-01,Emsdetten,1933,2,34.355828220858896,0.0
1934-02-01,Emsdetten,1934,2,9.55353162218967,0.0
1935-02-01,Emsdetten,1935,2,7.7861406696080975,0.0
1936-02-01,Emsdetten,1936,2,15.02006992101515,0.0
1932-02-01,Erfurt,1932,2,55.30120393102278,0.0
1933-02-01,Erfurt,1933,2,38.96011950696298,0.0
1934-02-01,Erfurt,1934,2,29.549267112174466,0.0
1935-02-01,Erfurt,1935,2,19.112420307292314,0.0
1936-02-01,Erfurt,1936,2,20.60307047766048,0.0
1932-02-01,Erlangen,1932,2,53.189693019486,0.0
1933-02-01,Erlangen,1933,2,30.484294031092062,0.0
1934-02-01,Erlangen,1934,2,19.784615384615382,0.0
1935-02-01,Erlangen,1935,2,23.695511137199173,0.0
1936-02-01,Erlangen,1936,2,23.90610968321308,0.0
1932-02-01,Eschwege,1932,2,46.808844284146154,0.0
1933-02-01,Eschwege,1933,2,25.338234144052553,0.0
1934-02-01,Eschwege,1934,2,18.420231033406182,0.0
1935-02-01,Eschwege,1935,2,19.299610894941633,0.0
1936-02-01,Eschwege,1936,2,15.298594393103985,0.0
1932-02-01,Eschweiler,1932,2,67.81359035478633,0.0
1933-02-01,Eschweiler,1933,2,38.81051519482941,0.0
1934-02-01,Eschweiler,1934,2,30.71544151641239,0.0
1935-02-01,Eschweiler,1935,2,24.266643500419885,0.0
1936-02-01,Eschweiler,1936,2,26.627906976744185,0.0
1932-02-01,Essen,1932,2,71.5005657962268,0.0
1933-02-01,Essen,1933,2,45.71234207071476,0.0
1934-02-01,Essen,1934,2,40.98287726919902,0.0
1935-02-01,Essen,1935,2,37.004511960373215,0.0
1936-02-01,Essen,1936,2,35.66457473565969,0.0
1932-02-01,Euskirchen,1932,2,46.0951642099819,0.0
1933-02-01,Euskirchen,1933,2,42.513506560329304,0.0
1934-02-01,Euskirchen,1934,2,28.381062207700683,0.0
1935-02-01,Euskirchen,1935,2,31.712473572938688,0.0
1936-02-01,Euskirchen,1936,2,41.18626697412247,0.0
1932-02-01,Eßlingen,1932,2,45.60027621584295,0.0
1933-02-01,Eßlingen,1933,2,28.519143475057632,0.0
1934-02-01,Eßlingen,1934,2,9.693688691467703,0.0
1935-02-01,Eßlingen,1935,2,5.198301269406604,0.0
1936-02-01,Eßlingen,1936,2,2.700020769390534,0.0
1932-02-01,Falkenstein,1932,2,76.69654289372599,0.0
1933-02-01,Falkenstein,1933,2,52.24119189206471,0.0
1934-02-01,Falkenstein,1934,2,27.72631444451543,0.0
1935-02-01,Falkenstein,1935,2,32.30337078651686,0.0
1936-02-01,Falkenstein,1936,2,42.32094982765224,0.0
1932-02-01,Finsterwalde,1932,2,109.59685598377283,0.0
1933-02-01,Finsterwalde,1933,2,62.44215462454495,0.0
1934-02-01,Finsterwalde,1934,2,19.66003266590043,0.0
1935-02-01,Finsterwalde,1935,2,6.487087606573582,0.0
1936-02-01,Finsterwalde,1936,2,40.213825780585594,0.0
1932-02-01,Flensburg,1932,2,63.29534662867996,0.0
1933-02-01,Flensburg,1933,2,36.11439811897773,0.0
1934-02-01,Flensburg,1934,2,31.508971408804467,0.0
1935-02-01,Flensburg,1935,2,36.40099589045205,0.0
1936-02-01,Flensburg,1936,2,34.999699573394224,0.0
1932-02-01,Forst i. d. Lausitz,1932,2,56.3953488372093,0.0
1933-02-01,Forst i. d. Lausitz,1933,2,36.700218582184206,0.0
1934-02-01,Forst i. d. Lausitz,1934,2,13.718220338983052,0.0
1935-02-01,Forst i. d. Lausitz,1935,2,10.61582479878065,0.0
1936-02-01,Forst i. d. Lausitz,1936,2,26.592929720575786,0.0
1932-02-01,Frankenberg,1932,2,98.89385393011501,0.0
1933-02-01,Frankenberg,1933,2,52.484450345936125,0.0
1934-02-01,Frankenberg,1934,2,40.802540025670474,0.0
1935-02-01,Frankenberg,1935,2,36.90411700975081,0.0
1936-02-01,Frankenberg,1936,2,40.39582486105463,0.0
1932-02-01,Frankenstein,1932,2,50.50004950985247,0.0
1933-02-01,Frankenstein,1933,2,30.00096777315397,0.0
1934-02-01,Frankenstein,1934,2,25.69226377390808,0.0
1935-02-01,Frankenstein,1935,2,34.761904761904766,0.0
1936-02-01,Frankenstein,1936,2,35.00572300648607,0.0
1932-02-01,Frankenthal,1932,2,63.29936254009501,0.0
1933-02-01,Frankenthal,1933,2,37.78160200250313,0.0
1934-02-01,Frankenthal,1934,2,27.672046285018272,0.0
1935-02-01,Frankenthal,1935,2,30.300711607621086,0.0
1936-02-01,Frankenthal,1936,2,26.407841629828944,0.0
1932-02-01,Frankfurt a. M.,1932,2,52.79607181672922,0.0
1933-02-01,Frankfurt a. M.,1933,2,35.141625279703106,0.0
1934-02-01,Frankfurt a. M.,1934,2,30.871723964552828,0.0
1935-02-01,Frankfurt a. M.,1935,2,29.838191083307365,0.0
1936-02-01,Frankfurt a. M.,1936,2,29.951359351649614,0.0
1932-02-01,Frankfurt a. d. O.,1932,2,55.79899441026937,0.0
1933-02-01,Frankfurt a. d. O.,1933,2,44.463428524936944,0.0
1934-02-01,Frankfurt a. d. O.,1934,2,16.178919819176777,0.0
1935-02-01,Frankfurt a. d. O.,1935,2,19.828942324216428,0.0
1936-02-01,Frankfurt a. d. O.,1936,2,37.959167534367545,0.0
1932-02-01,Frechen,1932,2,62.49573116590397,0.0
1933-02-01,Frechen,1933,2,29.24634420697413,0.0
1934-02-01,Frechen,1934,2,12.21956423352945,0.0
1935-02-01,Frechen,1935,2,16.102129843469335,0.0
1936-02-01,Frechen,1936,2,31.41698319706431,0.0
1932-02-01,Freiberg,1932,2,68.09551208285386,0.0
1933-02-01,Freiberg,1933,2,37.48113365755492,0.0
1934-02-01,Freiberg,1934,2,23.753489135788957,0.0
1935-02-01,Freiberg,1935,2,27.107111501316947,0.0
1936-02-01,Freiberg,1936,2,24.50103234686855,0.0
1932-02-01,Freiburg,1932,2,64.8915710590888,0.0
1933-02-01,Freiburg,1933,2,37.09949409780776,0.0
1934-02-01,Freiburg,1934,2,18.866783576223014,0.0
1935-02-01,Freiburg,1935,2,18.698208088391528,0.0
1936-02-01,Freiburg,1936,2,24.604143749558474,0.0
1932-02-01,Freienwalde,1932,2,59.79477611940299,0.0
1933-02-01,Freienwalde,1933,2,34.301521438450905,0.0
1934-02-01,Freienwalde,1934,2,11.793746571585299,0.0
1935-02-01,Freienwalde,1935,2,16.02330662782229,0.0
1936-02-01,Freienwalde,1936,2,20.63945452870174,0.0
1932-02-01,Freising,1932,2,62.59185036740148,0.0
1933-02-01,Freising,1933,2,36.25454777557925,0.0
1934-02-01,Freising,1934,2,18.900555898702905,0.0
1935-02-01,Freising,1935,2,29.048701099306026,0.0
1936-02-01,Freising,1936,2,30.50471436494731,0.0
1932-02-01,Freital,1932,2,71.60054719562244,0.0
1933-02-01,Freital,1933,2,53.80359235738232,0.0
1934-02-01,Freital,1934,2,39.02916315603511,0.0
1935-02-01,Freital,1935,2,35.796735381189066,0.0
1936-02-01,Freital,1936,2,35.59773740889807,0.0
1932-02-01,Friedberg,1932,2,26.801883375588556,0.0
1933-02-01,Friedberg,1933,2,14.253697893321382,0.0
1934-02-01,Friedberg,1934,2,11.657915813829314,0.0
1935-02-01,Friedberg,1935,2,19.597267170082702,0.0
1936-02-01,Friedberg,1936,2,21.905018403806444,0.0
1932-02-01,Fulda,1932,2,37.5,0.0
1933-02-01,Fulda,1933,2,32.98578902452599,0.0
1934-02-01,Fulda,1934,2,26.155629618895812,0.0
1935-02-01,Fulda,1935,2,27.079652399668266,0.0
1936-02-01,Fulda,1936,2,29.66147620940063,0.0
1932-02-01,Fürstenwalde,1932,2,73.00618769336542,0.0
1933-02-01,Fürstenwalde,1933,2,50.89917812678005,0.0
1934-02-01,Fürstenwalde,1934,2,26.372422428297533,0.0
1935-02-01,Fürstenwalde,1935,2,22.400312744331508,0.0
1936-02-01,Fürstenwalde,1936,2,29.748553889741473,0.0
1932-02-01,Fürth,1932,2,82.50090993650664,0.0
1933-02-01,Fürth,1933,2,57.65832300266399,0.0
1934-02-01,Fürth,1934,2,47.054243446664934,0.0
1935-02-01,Fürth,1935,2,37.43155928069129,0.0
1936-02-01,Fürth,1936,2,35.69903050856233,0.0
1932-02-01,Geislingen (Steige),1932,2,31.49949194367833,0.0
1933-02-01,Geislingen (Steige),1933,2,18.972108169333147,0.0
1934-02-01,Geislingen (Steige),1934,2,8.410370473343992,0.0
1935-02-01,Geislingen (Steige),1935,2,5.004228925852833,0.0
1936-02-01,Geislingen (Steige),1936,2,2.458512599877074,0.0
1932-02-01,Gelsenkirchen,1932,2,61.80439010499657,0.0
1933-02-01,Gelsenkirchen,1933,2,49.180426751112115,0.0
1934-02-01,Gelsenkirchen,1934,2,44.75225143983937,0.0
1935-02-01,Gelsenkirchen,1935,2,40.47438565125346,0.0
1936-02-01,Gelsenkirchen,1936,2,37.57085215441777,0.0
1932-02-01,Gera,1932,2,69.50011064938896,0.0
1933-02-01,Gera,1933,2,42.21939548125265,0.0
1934-02-01,Gera,1934,2,31.03654883163571,0.0
1935-02-01,Gera,1935,2,30.39510056238681,0.0
1936-02-01,Gera,1936,2,23.805835885093355,0.0
1932-02-01,Gevelsberg,1932,2,90.29857957290558,0.0
1933-02-01,Gevelsberg,1933,2,47.29477611940298,0.0
1934-02-01,Gevelsberg,1934,2,28.096017457719586,0.0
1935-02-01,Gevelsberg,1935,2,22.802785489964045,0.0
1936-02-01,Gevelsberg,1936,2,19.404620582595197,0.0
1932-02-01,Gießen,1932,2,32.39901316767232,0.0
1933-02-01,Gießen,1933,2,19.720483580553886,0.0
1934-02-01,Gießen,1934,2,21.77838273285369,0.0
1935-02-01,Gießen,1935,2,19.907007823593286,0.0
1936-02-01,Gießen,1936,2,14.613140713988054,0.0
1932-02-01,Gladbeck,1932,2,52.57462500208101,0.0
1933-02-01,Gladbeck,1933,2,26.86424316430422,0.0
1934-02-01,Gladbeck,1934,2,31.310448837743024,0.0
1935-02-01,Gladbeck,1935,2,48.729402909364616,0.0
1936-02-01,Gladbeck,1936,2,51.76693448298387,0.0
1932-02-01,Glatz,1932,2,43.71522001032643,0.0
1933-02-01,Glatz,1933,2,31.398460110304157,0.0
1934-02-01,Glatz,1934,2,20.9233688204912,0.0
1935-02-01,Glatz,1935,2,20.313406848520025,0.0
1936-02-01,Glatz,1936,2,35.37400642206664,0.0
1932-02-01,Glauchau,1932,2,74.70102456909845,0.0
1933-02-01,Glauchau,1933,2,41.49787570398182,0.0
1934-02-01,Glauchau,1934,2,28.64274970397158,0.0
1935-02-01,Glauchau,1935,2,34.39858679942187,0.0
1936-02-01,Glauchau,1936,2,28.89914135588876,0.0
1932-02-01,Gleiwitz,1932,2,44.90020671787974,0.0
1933-02-01,Gleiwitz,1933,2,37.151786438021816,0.0
1934-02-01,Gleiwitz,1934,2,35.7579572019421,0.0
1935-02-01,Gleiwitz,1935,2,43.79168389451166,0.0
1936-02-01,Gleiwitz,1936,2,41.79195851414372,0.0
1932-02-01,Glogau,1932,2,53.70201096892139,0.0
1933-02-01,Glogau,1933,2,42.22627737226278,0.0
1934-02-01,Glogau,1934,2,25.196404558001273,0.0
1935-02-01,Glogau,1935,2,15.491811976090263,0.0
1936-02-01,Glogau,1936,2,32.482680616428674,0.0
1932-02-01,Gmünd,1932,2,44.599098216036076,0.0
1933-02-01,Gmünd,1933,2,29.538370194448568,0.0
1934-02-01,Gmünd,1934,2,28.056012358598693,0.0
1935-02-01,Gmünd,1935,2,18.50381982339518,0.0
1936-02-01,Gmünd,1936,2,18.109254178099278,0.0
1932-02-01,Goch,1932,2,32.102977667493796,0.0
1933-02-01,Goch,1933,2,16.558565433040823,0.0
1934-02-01,Goch,1934,2,9.87859135811779,0.0
1935-02-01,Goch,1935,2,19.701850325867106,0.0
1936-02-01,Goch,1936,2,29.400735018375457,0.0
1932-02-01,Godesberg,1932,2,56.706857573474004,0.0
1933-02-01,Godesberg,1933,2,25.132487554199457,0.0
1934-02-01,Godesberg,1934,2,14.186792771491302,0.0
1935-02-01,Godesberg,1935,2,35.09958979997463,0.0
1936-02-01,Godesberg,1936,2,34.484214080702344,0.0
1932-02-01,Gollnow,1932,2,64.1025641025641,0.0
1933-02-01,Gollnow,1933,2,42.26151849448411,0.0
1934-02-01,Gollnow,1934,2,1.400015555728397,0.0
1935-02-01,Gollnow,1935,2,17.935856513147897,0.0
1936-02-01,Gollnow,1936,2,33.2319391634981,0.0
1932-02-01,Goslar,1932,2,60.40205263405678,0.0
1933-02-01,Goslar,1933,2,34.15995319321301,0.0
1934-02-01,Goslar,1934,2,21.436040432206344,0.0
1935-02-01,Goslar,1935,2,21.0018262457605,0.0
1936-02-01,Goslar,1936,2,10.099690914631491,0.0
1932-02-01,Gottesberg,1932,2,59.90239294710327,0.0
1933-02-01,Gottesberg,1933,2,46.66234607906675,0.0
1934-02-01,Gottesberg,1934,2,54.414444260394234,0.0
1935-02-01,Gottesberg,1935,2,32.19415552253591,0.0
1936-02-01,Gottesberg,1936,2,38.49975161450572,0.0
1932-02-01,Greifswald,1932,2,54.6053370260863,0.0
1933-02-01,Greifswald,1933,2,39.65866965097573,0.0
1934-02-01,Greifswald,1934,2,3.1,0.0
1935-02-01,Greifswald,1935,2,0.4,0.0
1936-02-01,Greifswald,1936,2,33.52949226768852,0.0
1932-02-01,Greiz,1932,2,44.90730875772427,0.0
1933-02-01,Greiz,1933,2,30.52925934477539,0.0
1934-02-01,Greiz,1934,2,21.494907130017975,0.0
1935-02-01,Greiz,1935,2,28.30046665663104,0.0
1936-02-01,Greiz,1936,2,28.207119416819058,0.0
1932-02-01,Grimma,1932,2,63.602681721947775,0.0
1933-02-01,Grimma,1933,2,37.34054236715384,0.0
1934-02-01,Grimma,1934,2,15.311553262916563,0.0
1935-02-01,Grimma,1935,2,20.943688370955915,0.0
1936-02-01,Grimma,1936,2,24.701455913626695,0.0
1932-02-01,Gronau,1932,2,20.194202082746973,0.0
1933-02-01,Gronau,1933,2,27.610749785249723,0.0
1934-02-01,Gronau,1934,2,2.855223379240847,0.0
1935-02-01,Gronau,1935,2,13.795077275329136,0.0
1936-02-01,Gronau,1936,2,11.397310234784591,0.0
1932-02-01,Groß-Ottersleben,1932,2,90.81299250432443,0.0
1933-02-01,Groß-Ottersleben,1933,2,49.31129476584022,0.0
1934-02-01,Groß-Ottersleben,1934,2,19.107714184145042,0.0
1935-02-01,Groß-Ottersleben,1935,2,25.046629363176127,0.0
1936-02-01,Groß-Ottersleben,1936,2,11.960249758156714,0.0
1932-02-01,Großenhain,1932,2,46.692003412704565,0.0
1933-02-01,Großenhain,1933,2,25.83998794636131,0.0
1934-02-01,Großenhain,1934,2,13.201563537134007,0.0
1935-02-01,Großenhain,1935,2,13.423316523286857,0.0
1936-02-01,Großenhain,1936,2,25.991287011740383,0.0
1932-02-01,Grünberg,1932,2,85.20557855391664,0.0
1933-02-01,Grünberg,1933,2,66.17091501968424,0.0
1934-02-01,Grünberg,1934,2,24.89348272053022,0.0
1935-02-01,Grünberg,1935,2,29.305040624753488,0.0
1936-02-01,Grünberg,1936,2,30.100070916397446,0.0
1932-02-01,Guben,1932,2,72.48371635737986,0.0
1933-02-01,Guben,1933,2,55.6770870086797,0.0
1934-02-01,Guben,1934,2,27.799931639512362,0.0
1935-02-01,Guben,1935,2,29.000317936140256,0.0
1936-02-01,Guben,1936,2,43.29053516645836,0.0
1932-02-01,Gumbinnen,1932,2,53.19875939652,0.0
1933-02-01,Gumbinnen,1933,2,36.51498901996834,0.0
1934-02-01,Gumbinnen,1934,2,17.6,0.0
1935-02-01,Gumbinnen,1935,2,26.225192385581206,0.0
1936-02-01,Gumbinnen,1936,2,19.099999999999998,0.0
1932-02-01,Gummersbach,1932,2,59.09830472891408,0.0
1933-02-01,Gummersbach,1933,2,33.23262839879154,0.0
1934-02-01,Gummersbach,1934,2,18.129079042784625,0.0
1935-02-01,Gummersbach,1935,2,17.200413223140497,0.0
1936-02-01,Gummersbach,1936,2,18.20909420102426,0.0
1932-02-01,Göppingen,1932,2,38.19980038109065,0.0
1933-02-01,Göppingen,1933,2,33.641043848748446,0.0
1934-02-01,Göppingen,1934,2,18.90829694323144,0.0
1935-02-01,Göppingen,1935,2,9.499212046926983,0.0
1936-02-01,Göppingen,1936,2,8.599131312244989,0.0
1932-02-01,Görlitz,1932,2,59.60055756414165,0.0
1933-02-01,Görlitz,1933,2,55.51792721604043,0.0
1934-02-01,Görlitz,1934,2,36.50497843565306,0.0
1935-02-01,Görlitz,1935,2,44.40148288205989,0.0
1936-02-01,Görlitz,1936,2,50.99839534117597,0.0
1932-02-01,Göttingen,1932,2,34.299586578213635,0.0
1933-02-01,Göttingen,1933,2,23.567673527577295,0.0
1934-02-01,Göttingen,1934,2,14.928839900333628,0.0
1935-02-01,Göttingen,1935,2,9.302818393727485,0.0
1936-02-01,Göttingen,1936,2,8.008621418307834,0.0
1932-02-01,Güstrow,1932,2,94.6987572754444,0.0
1933-02-01,Güstrow,1933,2,58.83194961351274,0.0
1934-02-01,Güstrow,1934,2,21.00652543130419,0.0
1935-02-01,Güstrow,1935,2,11.18232044198895,0.0
1936-02-01,Güstrow,1936,2,15.126344321063216,0.0
1932-02-01,Gütersloh,1932,2,28.507092997072732,0.0
1933-02-01,Gütersloh,1933,2,17.31152441049485,0.0
1934-02-01,Gütersloh,1934,2,1.0980392156862744,0.0
1935-02-01,Gütersloh,1935,2,2.8987778125979315,0.0
1936-02-01,Gütersloh,1936,2,3.073187388549531,0.0
1932-02-01,Haan,1932,2,71.20437628912205,0.0
1933-02-01,Haan,1933,2,48.197137162529444,0.0
1934-02-01,Haan,1934,2,35.789281475394866,0.0
1935-02-01,Haan,1935,2,42.3728813559322,0.0
1936-02-01,Haan,1936,2,33.57664233576642,0.0
1932-02-01,Hagen,1932,2,76.39439598202486,0.0
1933-02-01,Hagen,1933,2,41.82686387456046,0.0
1934-02-01,Hagen,1934,2,25.542438965058214,0.0
1935-02-01,Hagen,1935,2,22.50400894770176,0.0
1936-02-01,Hagen,1936,2,18.92593143150583,0.0
1932-02-01,Hall,1932,2,56.173200702165005,0.0
1933-02-01,Hall,1933,2,42.00353127032803,0.0
1934-02-01,Hall,1934,2,12.744570095135522,0.0
1935-02-01,Hall,1935,2,6.500351370344343,0.0
1936-02-01,Hall,1936,2,8.691025186236253,0.0
1932-02-01,Hameln,1932,2,62.100670095059996,0.0
1933-02-01,Hameln,1933,2,47.39459619952494,0.0
1934-02-01,Hameln,1934,2,29.67741935483871,0.0
1935-02-01,Hameln,1935,2,31.305775683586777,0.0
1936-02-01,Hameln,1936,2,27.96105424587182,0.0
1932-02-01,Hamm,1932,2,49.99700736188975,0.0
1933-02-01,Hamm,1933,2,37.56901810880729,0.0
1934-02-01,Hamm,1934,2,25.370377351377844,0.0
1935-02-01,Hamm,1935,2,28.679583045853768,0.0
1936-02-01,Hamm,1936,2,31.875849991616523,0.0
1932-02-01,Hanau,1932,2,43.80199240012324,0.0
1933-02-01,Hanau,1933,2,30.66914498141264,0.0
